Channel Title,Channel Username,ID,Message,Date,Media Path,Sender ID,Views,Forwards,Reply To Message ID,Reactions,Reply Count
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4468,"እንዲሁም በነዚሁ ቀናቶች ከ3000ብር በላይ ለሚገዙ ደንበኞቻችን ልዩ የበዓል ስጦታ አዘጋጅተናል


100% ኦርጂናል የስጋና የሽንኩርት መፍጫ
 በ kitchen expert brand 
 ሶኬቱ ላይ ፊዩዝ ስለተገጠመለት በመብራት መዋዠቅ የማይቃጠል
 ስቴንለስ ስቲል ስለሆነ የማይዝግ
 በተኖቹ ጠንካራ ስለሆነ  የማይበላሹ 
 ለአጠቃቀም ቀላል 

 በ6 ሌትር 
 ባለ 4 ምላጭ የሆነ 
 2000watt የሆነ    በ
                            4000
 በ3 ሌትር 
 ባለ 5 ምላጭ      በ
                         2100 


 

 
                      

የመረጡትን እቃ ከታች ባለዉ የቴሌግራም አድራሻ ላይ ፎቶዉን ይላኩልን 


 

አዲስ አበባ ዉስጥ ከ150ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06 

           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን። 

          
                   ሞደርናይዝ ያድርጉ",2024-09-09 17:52:11+00:00,photos\@modernshoppingcenter_4468.jpg,-1001649695480,15562,17,,"[<telethon.tl.types.ReactionCount object at 0x0000021F5267DD90>, <telethon.tl.types.ReactionCount object at 0x0000021F5267CF90>, <telethon.tl.types.ReactionCount object at 0x0000021F5267D5D0>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4467,"እንዲሁም በነዚሁ ቀናቶች ከ3000ብር በላይ ለሚገዙ ደንበኞቻችን ልዩ የበዓል ስጦታ አዘጋጅተናል 

 ቴብል ማት
 6 ጣልጣል የሚደረጉ
 1.80 የሚረዝም ራነር
 እርጥበት የማያበላሸዉ
 በአራት መአዘንእና በክብ ቅርፅ
 ጠንካራ የምይቀደድ
ለማፅዳት በጣም ቀላል 

                 በ
          2500 


 

 
                      

የመረጡትን እቃ ከታች ባለዉ የቴሌግራም አድራሻ ላይ ፎቶዉን ይላኩልን 


 

አዲስ አበባ ዉስጥ ከ150ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06 

           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን።",2024-09-09 12:28:28+00:00,photos\@modernshoppingcenter_4467.jpg,-1001649695480,17014,15,,,0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4461,"እንዲሁም በነዚሁ ቀናቶች ከ3000ብር በላይ ለሚገዙ ደንበኞቻችን ልዩ የበዓል ስጦታ አዘጋጅተናል 

 100% ኦርጂናል የክትፎ ጣባ
 ለወጥ ማዉጫም የሚሆን
 ባማረ ዲዛይን የቀረበ
 ቢወድቅ የማይሰበር 
 ከወፍራም ማይካ የተሰራ
 ለማፅዳት ቀላል 

                በ
          650 


 

 
                      

የመረጡትን እቃ ከታች ባለዉ የቴሌግራም አድራሻ ላይ ፎቶዉን ይላኩልን 


 

አዲስ አበባ ዉስጥ ከ150ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06 

           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን።",2024-09-09 08:26:44+00:00,photos\@modernshoppingcenter_4461.jpg,-1001649695480,16343,14,,"[<telethon.tl.types.ReactionCount object at 0x0000021F5267F850>, <telethon.tl.types.ReactionCount object at 0x0000021F5267FA10>, <telethon.tl.types.ReactionCount object at 0x0000021F5267F8D0>, <telethon.tl.types.ReactionCount object at 0x0000021F5267F950>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4459,"እንዲሁም በነዚሁ ቀናቶች ከ3000ብር በላይ ለሚገዙ ደንበኞቻችን ልዩ የበዓል ስጦታ አዘጋጅተናል 

 original chaving dish
 የወጥ ማቅረቢያ ቼቪንግ ዲሽ
 3 የተለያየ መጠን ያላቸዉ
 ከስር ማሞቂያ የሻማ/አልኮል/ ቦታ ያለዉ
 ጠንካራ፣ የማይለቅ፣ጎልደን ከለር የብረት ማስቀመጫ ያለዉ
በጣም ማራኪና ዉብ እቃ
 oven ውስጥ መግባት የሚችል
በነጭና በጥቁር ከለር የቀረበ
ለቤትው ተጨማሪ ድምቀት የሚሆን 

                 በ
          11,500 


 

 
                      

የመረጡትን እቃ ከታች ባለዉ የቴሌግራም አድራሻ ላይ ፎቶዉን ይላኩልን 


 

አዲስ አበባ ዉስጥ ከ150ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06 

           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን።",2024-09-08 18:26:31+00:00,photos\@modernshoppingcenter_4459.jpg,-1001649695480,16948,12,,"[<telethon.tl.types.ReactionCount object at 0x0000021F5267DD50>, <telethon.tl.types.ReactionCount object at 0x0000021F5267D690>, <telethon.tl.types.ReactionCount object at 0x0000021F5267D2D0>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4456,"እንዲሁም በነዚሁ ቀናቶች ከ3000ብር በላይ ለሚገዙ ደንበኞቻችን ልዩ የበዓል ስጦታ አዘጋጅተናል 

 100% ኦርጂናል ቢላ ሴት
 በጣም ስልና ጠንካራ
 3 የተለያየ መጠን ያላቸው ቢላዎች
1 መከትከቻ
1መጥቀስ
1የአትክልት መፈቅፈቂያ
 የማይዝግ የማይሰበር

              ሁሉንም
                 በ
          2100
           1900
            


 

 
                      

የመረጡትን እቃ ከታች ባለዉ የቴሌግራም አድራሻ ላይ ፎቶዉን ይላኩልን 


 

አዲስ አበባ ዉስጥ ከ150ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06 

           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን።",2024-09-08 08:57:07+00:00,photos\@modernshoppingcenter_4456.jpg,-1001649695480,15787,13,,"[<telethon.tl.types.ReactionCount object at 0x0000021F526A4350>, <telethon.tl.types.ReactionCount object at 0x0000021F526A4210>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4452,"በረፍት  ቀንዎ  መገብየት ከፈለጉ 

   በሁለቱም ቅርንጫፋችን              
ከጠዋቱ   2:30 እስከ  ቀኑ  10:00 ክፍት ነው",2024-09-07 16:50:11+00:00,photos\@modernshoppingcenter_4452.jpg,-1001649695480,17045,0,,[<telethon.tl.types.ReactionCount object at 0x0000021F526A47D0>],0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4450,"እንዲሁም በነዚሁ ቀናቶች ከ3000ብር በላይ ለሚገዙ ደንበኞቻችን ልዩ የበዓል ስጦታ አዘጋጅተናል 

 የስጋ መከትከቻ
 በጣም ስልና ጠንካራ
 እጄታዉ እስቴለስ እስቲል የሆነ
 የማይዝግ የማይሰበር

                 በ
          1300


 

 
                      

የመረጡትን እቃ ከታች ባለዉ የቴሌግራም አድራሻ ላይ ፎቶዉን ይላኩልን 


 

አዲስ አበባ ዉስጥ ከ150ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06 

           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን።",2024-09-07 15:04:05+00:00,photos\@modernshoppingcenter_4450.jpg,-1001649695480,15847,10,,"[<telethon.tl.types.ReactionCount object at 0x0000021F526A4F10>, <telethon.tl.types.ReactionCount object at 0x0000021F526A5410>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4448,"እንዲሁም በነዚሁ ቀናቶች ከ3000ብር በላይ ለሚገዙ ደንበኞቻችን ልዩ የበዓል ስጦታ አዘጋጅተናል 

 Bread knife 
 የዳቦ መቁረጫ ቢላ
 እስቴለስ እስቲል የሆነ 

                 በ
          350


 

 
                      

የመረጡትን እቃ ከታች ባለዉ የቴሌግራም አድራሻ ላይ ፎቶዉን ይላኩልን 


 

አዲስ አበባ ዉስጥ ከ150ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06 

           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን።",2024-09-07 08:35:33+00:00,photos\@modernshoppingcenter_4448.jpg,-1001649695480,17265,13,,"[<telethon.tl.types.ReactionCount object at 0x0000021F526A5910>, <telethon.tl.types.ReactionCount object at 0x0000021F526A5A10>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4446,"እንዲሁም በነዚሁ ቀናቶች ከ3000ብር በላይ ለሚገዙ ደንበኞቻችን ልዩ የበዓል ስጦታ አዘጋጅተናል 

 original chaving dish
 የወጥ ማቅረቢያ ቼቪንግ ዲሽ
 3 የተለያየ መጠን ያላቸዉ
 ከስር ማሞቂያ የሻማ/አልኮል/ ቦታ ያለዉ
 ጠንካራ፣ የማይለቅ፣ጎልደን ከለር የብረት ማስቀመጫ ያለዉ
በጣም ማራኪና ዉብ እቃ
በነጭና በጥቁር ከለር የቀረበ
ለቤትው ተጨማሪ ድምቀት የሚሆን

                 በ
          13000



 

 
                      

የመረጡትን እቃ ከታች ባለዉ የቴሌግራም አድራሻ ላይ ፎቶዉን ይላኩልን 


 

አዲስ አበባ ዉስጥ ከ150ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06 

           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን።",2024-09-07 03:01:38+00:00,photos\@modernshoppingcenter_4446.jpg,-1001649695480,17291,14,,"[<telethon.tl.types.ReactionCount object at 0x0000021F526A6550>, <telethon.tl.types.ReactionCount object at 0x0000021F526A6610>, <telethon.tl.types.ReactionCount object at 0x0000021F526A6690>, <telethon.tl.types.ReactionCount object at 0x0000021F526A66D0>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4444,"እንዲሁም በነዚሁ ቀናቶች ከ3000ብር በላይ ለሚገዙ ደንበኞቻችን ልዩ የበዓል ስጦታ አዘጋጅተናል 

 100% ኦርጂናል የዉሀ ጆግ
 ከንፁህ አክሬሊክ የተሰራ
 ክዳኑ ጎሚኒ ስላለዉ በደንብ ግጥም ብሎ የሚዘጋ
 በማራኪ ዲዛይን የቀረበ
 2 ሊትር የመያዝ አቅም ያለዉ 

                 በ
          1100



 

 
                      

የመረጡትን እቃ ከታች ባለዉ የቴሌግራም አድራሻ ላይ ፎቶዉን ይላኩልን 


 

አዲስ አበባ ዉስጥ ከ150ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06 

           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን።",2024-09-06 08:05:30+00:00,photos\@modernshoppingcenter_4444.jpg,-1001649695480,18747,28,,"[<telethon.tl.types.ReactionCount object at 0x0000021F526A6ED0>, <telethon.tl.types.ReactionCount object at 0x0000021F526A6D50>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4441,"እንዲሁም በነዚሁ ቀናቶች ከ3000ብር በላይ ለሚገዙ ደንበኞቻችን ልዩ የበዓል ስጦታ አዘጋጅተናል 

 Wtrtr Electric Pressure Cooker
 ዘመናዊ የምግብ ማብሰያ
 ሾርባ፣ አተክልት፣ ወጣወጥ፣ አሮስቶ፣  ሩዝ ፣ገንፎ እና መሰል ከ 10 ዓይነት በላይ ምግበችን ሰዓትና ሙቀት መጥኖ ክሽን አድርጎ ያበስልልዎታል
 ውስጡ non stick የሆነ 
 የሙቀትና የሰዓት መቆጣጠሪያ የተገጠመለት
 ለአጠቃቀም ቀላል 

በተለያየ መጠን የቀረበ 

 በ13 ሌትር
 2000w የሆነ  በ
                   15,500
 በ 9ሌትር 
 1350w የሆነ በ
                   13,500
 በ 6ሌትር 
 1200w የሆነ በ
                   11,500 


 

 
                      

የመረጡትን እቃ ከታች ባለዉ የቴሌግራም አድራሻ ላይ ፎቶዉን ይላኩልን 


 

አዲስ አበባ ዉስጥ ከ150ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06 

           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን።",2024-09-05 18:44:44+00:00,photos\@modernshoppingcenter_4441.jpg,-1001649695480,16401,20,,"[<telethon.tl.types.ReactionCount object at 0x0000021F526A7710>, <telethon.tl.types.ReactionCount object at 0x0000021F526A7750>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4433,"እንዲሁም በነዚሁ ቀናቶች ከ3000ብር በላይ ለሚገዙ ደንበኞቻችን ልዩ የበዓል ስጦታ አዘጋጅተናል


 ኳሊቲ ባለ 3 ሰርቢስ 
 ማራኪ የሆነ ውብ እቃ 
 ለቤት ቢሉ ለስጦታ ተመራጭ 

              በ
        1700 


 

 
                      

የመረጡትን እቃ ከታች ባለዉ የቴሌግራም አድራሻ ላይ ፎቶዉን ይላኩልን 


 

አዲስ አበባ ዉስጥ ከ150ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06 

           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን። 

          
                   ሞደርናይዝ ያድርጉ",2024-09-05 11:05:36+00:00,photos\@modernshoppingcenter_4433.jpg,-1001649695480,16364,32,,"[<telethon.tl.types.ReactionCount object at 0x0000021F526B4E90>, <telethon.tl.types.ReactionCount object at 0x0000021F526B4F10>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4431,"እንዲሁም በነዚሁ ቀናቶች ከ3000ብር በላይ ለሚገዙ ደንበኞቻችን ልዩ የበዓል ስጦታ አዘጋጅተናል


100% ኦርጅናል የፍሪጅ ማስገባያ
በ4 በኩል መያዣ ያለው
ከላይ ጠንካራ መያዣ ያለው
4 የተለያየ መጠን ያለው
ከBPA FRRE 
በጣም ኳሊቲ እቃ
ቢወድቅ የማይሰበር
ለአጠቃቀም ቀላል

              በ
          3500 ብር


 

 
                      

የመረጡትን እቃ ከታች ባለዉ የቴሌግራም አድራሻ ላይ ፎቶዉን ይላኩልን 


 

አዲስ አበባ ዉስጥ ከ150ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 



አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06

           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን። 

          
                   ሞደርናይዝ ያድርጉ",2024-09-05 05:57:06+00:00,photos\@modernshoppingcenter_4431.jpg,-1001649695480,18257,7,,"[<telethon.tl.types.ReactionCount object at 0x0000021F526B5CD0>, <telethon.tl.types.ReactionCount object at 0x0000021F526B5B50>, <telethon.tl.types.ReactionCount object at 0x0000021F526B5BD0>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4428,"እንዲሁም በነዚሁ ቀናቶች ከ3000ብር በላይ ለሚገዙ ደንበኞቻችን ልዩ የበዓል ስጦታ አዘጋጅተናል


100% ኦርጂናል አንሶላ
በፍፁም እርጥበት የማያስገባ
በጣም ለስላሳ
ምቾትን የሚሰጥ
በ2 አይነት መጠን የቀረቀ
2ሜትር በ 1ሜ.ከ20ሳ.(በቢጫከሐር) እና 2 ሜትር በ1ሜ.ከ50ሳ (በግሬይ ከለላ)የሆኑ
ለአጠቃቀም ቀላል

       የትራስ የላቸዉም

                       በ
            የ 1.ከ20ዉ=3300ብር
            የ 1.ከ50ዉ=3600ብር
            

 

 
                      

የመረጡትን እቃ ከታች ባለዉ የቴሌግራም አድራሻ ላይ ፎቶዉን ይላኩልን 


 

አዲስ አበባ ዉስጥ ከ150ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 



አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06

           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን። 

          
                   ሞደርናይዝ ያድርጉ",2024-09-04 09:37:21+00:00,photos\@modernshoppingcenter_4428.jpg,-1001649695480,16815,51,,"[<telethon.tl.types.ReactionCount object at 0x0000021F526B6BD0>, <telethon.tl.types.ReactionCount object at 0x0000021F526B6AD0>, <telethon.tl.types.ReactionCount object at 0x0000021F526B6D90>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4426,"እንዲሁም በነዚሁ ቀናቶች ከ3000ብር በላይ ለሚገዙ ደንበኞቻችን ልዩ የበዓል ስጦታ አዘጋጅተናል


100% ኦርጂናል ግራናይት ቅብ ፓትራ
የማይዝ፣የማያሳርር
ኦቭን ዉስጥም መግባት የሚችል
ለዳቦ፣ለኬክ፣ለላዛኛ፣ለፓስታ ፉርኖ
በ4 አይነት መጠን የቀረበ
26፣30፣34፣36 ስፋት ያላቸዉ
ለአጠቃቀም ቀላል

               በ
            3400
            3100

 

 
                      

የመረጡትን እቃ ከታች ባለዉ የቴሌግራም አድራሻ ላይ ፎቶዉን ይላኩልን 


 

አዲስ አበባ ዉስጥ ከ150ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 



አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06

           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን። 

          
                   ሞደርናይዝ ያድርጉ",2024-09-04 03:37:37+00:00,photos\@modernshoppingcenter_4426.jpg,-1001649695480,18874,27,,"[<telethon.tl.types.ReactionCount object at 0x0000021F526B7210>, <telethon.tl.types.ReactionCount object at 0x0000021F526B7110>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4424,"የቤት ማሞቂያ ሂተር
 የራሱ እግርና መያዣ ያለዉ
 3 አንፖሎች ያሉት ሲሆን አንድ ላይ መይም ለየብቻ መብራት የሚችል
 በቀላሉ ከቦታቦታ መንቀሳቀስ የሚችል
1800 watt የሆነ
በአነስተኛ የኤሌትሪክ ሀይል የሚሰራ
 ለአጠቃቀም ቀላል 

              በ 
        3500 


 

 
                      

 


 

አዲስ አበባ ዉስጥ ከ100ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06
           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን። 

          
                   ሞደርናይዝ ያድርጉ",2024-09-03 09:16:49+00:00,photos\@modernshoppingcenter_4424.jpg,-1001649695480,17974,10,,"[<telethon.tl.types.ReactionCount object at 0x0000021F526B8710>, <telethon.tl.types.ReactionCount object at 0x0000021F526B87D0>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4422,"NIPPLE SHIELD
 የእናቶች ጡት መሸፈኛ 
 ከሲልከን የተሰራ
 የራሱ ማስቀመጫ ያለው
 የእናቶች ጡት አዲስ ጥርስ ባወጣና በሚጠባ ልጃቸው  እንዳይነከስ ይከላከላል
 የጡት ጫፍ ለሌላቸው አዲስ ለወለዱ አራስ እናቶች ጡት እንዲያጠቡ የሚያግዝ 
 ለአጠቃቀም ቀላል 

          በ
    450 


 

 
                      

 


 

አዲስ አበባ ዉስጥ ከ100ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06
           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን። 

          
                   ሞደርናይዝ ያድርጉ",2024-09-03 03:51:05+00:00,photos\@modernshoppingcenter_4422.jpg,-1001649695480,18511,27,,"[<telethon.tl.types.ReactionCount object at 0x0000021F526B9890>, <telethon.tl.types.ReactionCount object at 0x0000021F526B92D0>]",0
ሞደርን ሾፒንግ ሴንተር MODERN SHOPPING CENTER,@modernshoppingcenter,4418,"Gold ceramic professional press comb 
 ፀጉር እያበጠረ የሚተኩስ 
 ቶሎ የሚግል 
 ለእርጥብም ሆነ ለደረቅ ፀጉር የሚሆን
 Auto shut-off የሆነ 
 ለሁሉም አይነት ፀጉር የሚሆን 
 ለአጠቃቀም ቀላል 

                    በ
              1500 


 

 
                      

 


 

አዲስ አበባ ዉስጥ ከ100ብር እስከ 200ብር ብቻ በማስከፈል ያሉበት ድረስ በፈጣን ሞተረኞቻችን እንልክልዏታለን። 

አድራሻ=ቁጥር 1 = ጉርድሾላ ከሴንቸሪ ሞል ትንሽ ዝቅ እንዳሉ ሆሊሲቲ ሴንተር ላይ እንደገቡ ፊትለፊት ከሊፍቱ በግራ በኩል  ሚዛን ላይ M06
           ቁጥር 2 = ጀሞ መስታወትፋብሪካ ፊትለፊት ራሐ ሞል ግራዉንድ ፍሎር ከደረጃዉ ጎን። 

          
                   ሞደርናይዝ ያድርጉ",2024-09-02 14:36:57+00:00,photos\@modernshoppingcenter_4418.jpg,-1001649695480,18162,30,,"[<telethon.tl.types.ReactionCount object at 0x0000021F526BA290>, <telethon.tl.types.ReactionCount object at 0x0000021F526BA310>, <telethon.tl.types.ReactionCount object at 0x0000021F526BA390>]",0
